"","id_student","dataplus","dualpane","forumng","glossary","homepage","htmlactivity","oucollaborate","oucontent","ouwiki","page","questionnaire","quiz","repeatactivity","resource","subpage","url","CMA","TMA","num_of_prev_attempts","studied_credits","final_result","disability","age_band","imd_band","highest_education","region","gender","disabilityt"
"1",-1.40217156334734,-0.659018728288539,-0.512243837198409,-1.20023133675689,-0.215841620880777,-0.802809596023903,NA,-0.989790371238718,0.927398788658021,-0.680487717216613,NA,-1.19392774231158,0.707535977414689,-0.0233316483306879,-0.610928106986846,1.53517656113943,NA,0.32820159963901,-1.40458141454532,NA,-0.775717548616826,2,"N",1,5,3,2,1,1
"2",-1.39323777044705,-0.659018728288539,-0.512243837198409,1.54927074119605,-0.215841620880777,0.279649745380678,-0.0155037182732255,-0.0930690249336129,0.51997328799825,-0.136807245796907,NA,1.30880673187752,-1.69400316216181,-0.0233316483306879,0.0287510992890972,0.584688027699137,NA,NA,-1.37757467458838,-0.355337182077513,0.814676577286198,4,"N",2,2,1,6,1,1
"3",-1.39313942044658,-0.659018728288539,-0.512243837198409,-0.226817810396015,-0.215841620880777,-0.206446172788272,0.139153211239467,-0.989790371238718,-0.0833806978382103,-1.22416818863632,NA,-1.19392774231158,-0.971665217836066,-0.0233316483306879,-0.885076338247964,0.533457321748099,-0.532100047765048,NA,0.512897122397067,-0.355337182077513,-0.775717548616826,2,"N",1,4,1,11,1,1
"4",-1.38298127039752,-0.659018728288539,-0.512243837198409,-0.459840152201744,-0.215841620880777,0.472347615754559,1.376408647341,-0.989790371238718,-1.43187851648536,-0.680487717216613,0.116362865191082,-1.19392774231158,-1.45760165310975,-0.0233316483306879,-0.493436007874938,0.324380656920889,-0.532100047765048,NA,0.782964521966417,-0.355337182077513,0.814676577286198,4,"Y",1,5,1,6,2,2
"5",-1.38293912039731,0.333241283289115,-0.512243837198409,-0.199880580735714,-0.215841620880777,-0.181091057524393,0.139153211239467,-0.0930690249336129,0.189570944065231,0.406873225622798,NA,0.808259837039696,-0.489264702569573,-0.0233316483306879,-0.754529561456955,0.49358044792675,0.14387660673457,0.827532936639186,0.972011701664962,-0.355337182077513,0.814676577286198,1,"N",1,2,3,6,1,1
"6",-1.37957916323823,1.07743629197236,0.596059705612112,-0.472859591389091,NA,1.48125030895676,1.06709478831562,1.20219514195154,0.0535091431830975,0.380983679364717,NA,0.933396560749151,0.0506519141125589,-0.0233316483306879,NA,0.460450418918609,-0.0755193249889905,0.142010253638945,-0.0137343067631657,-0.355337182077513,0.0194795143346859,3,"N",1,10,1,1,2,1
"7",-1.37675712036746,-0.659018728288539,-0.512243837198409,-1.0376356256389,-0.215841620880777,-0.428779022678155,-0.479474506811302,-0.989790371238718,-0.01624004080861,1.08647381489743,NA,-1.19392774231158,0.186463387115953,-0.0233316483306879,0.0287510992890972,-0.273143080547362,0.0593795249221176,0.78239564063917,1.05303192153577,NA,-0.775717548616826,2,"N",2,11,1,11,1,1
"8",-1.37381665606754,1.07743629197236,-0.512243837198409,NA,-0.215841620880777,1.36745016906193,0.345362450589723,-0.0930690249336129,1.62152319585895,0.293606460743693,NA,0.683123113330241,0.608650880927261,-0.0233316483306879,NA,NA,0.309115344501143,0.171631604138955,-1.35056793463145,-0.355337182077513,-0.775717548616826,2,"N",2,9,3,10,1,1
"9",-1.36892324175819,NA,-0.512243837198409,NA,NA,NA,0.345362450589723,0.859697405515561,0.0422171487040045,0.0050224423995374,0.116362865191082,0.307712942201876,0.436453736425928,-0.0233316483306879,0.942578536826159,0.244842293627535,0.984514241176402,NA,-1.41808478452379,-0.355337182077513,-0.775717548616826,3,"Y",1,7,1,8,1,2
"10",-1.36006371314397,-0.659018728288539,-0.512243837198409,NA,-0.215841620880777,0.268255436523788,-0.479474506811302,-0.989790371238718,-0.462195352236798,-1.22416818863632,NA,-1.19392774231158,-1.8910044197052,-0.0233316483306879,-0.885076338247964,-1.74180909863145,NA,NA,NA,-0.355337182077513,0.0194795143346859,2,"N",1,2,4,4,1,1
"11",-1.35130855595883,0.971122719303322,NA,0.949198495427105,-0.215841620880777,NA,-0.479474506811302,0.368878335284169,-0.355700521034824,-0.053164096347722,0.116362865191082,0.448491756375013,-0.592587040441978,-0.0233316483306879,-0.783539956299402,0.0306360133769268,-0.209474826299321,0.590562132639103,1.10704540144964,-0.355337182077513,0.0194795143346859,1,"Y",1,7,3,2,1,2
"12",-1.35124834167282,0.333241283289115,-0.512243837198409,-0.252530620526302,-0.215841620880777,-0.896936495276476,NA,-0.989790371238718,-1.17032047324325,-0.136807245796907,NA,-1.19392774231158,1.17893184367922,-0.0233316483306879,-0.732771765325121,-0.408258636640471,NA,0.146241875138946,-0.651768538245756,NA,0.814676577286198,2,"N",2,6,3,13,1,1
"13",-1.34679850593705,1.04987351387298,1.70436324842263,0.0656550701052431,-0.215841620880777,0.612305626838197,-0.479474506811302,0.803652321371492,0.602204106134694,0.0444195780096612,NA,0.393520981316931,-0.756467056985461,-0.0233316483306879,-0.689256173061451,-0.268778761737742,0.815574927977861,0.738668885139155,1.13405214140657,-0.355337182077513,0.0194795143346859,1,"Y",2,6,1,9,1,2
"14",-1.33831230589606,-0.659018728288539,-0.512243837198409,NA,-0.215841620880777,-0.000935110220246103,1.376408647341,1.7003736676766,-0.144762702023167,-0.680487717216613,0.116362865191082,-1.19392774231158,-1.8910044197052,-0.0233316483306879,1.19845021933654,0.00665254258861551,-0.532100047765048,NA,-1.69265330741929,-0.355337182077513,-0.775717548616826,4,"N",2,10,3,8,1,1
