"","id_student","dataplus","dualpane","forumng","glossary","homepage","htmlactivity","oucollaborate","oucontent","ouwiki","page","questionnaire","quiz","repeatactivity","resource","subpage","url","CMA","TMA","num_of_prev_attempts","studied_credits","df1.final_result","df1.disability","df1.age_band","df1.imd_band","df1.highest_education","df1.region","df1.gender"
"1",-1.40217156334734,-0.659018728288539,-0.512243837198409,-1.20023133675689,-0.215841620880777,-0.802809596023904,-2.33535766096361,-0.989790371238718,0.927398788658022,-0.680487717216613,-1.72258755246506,-1.19392774231158,0.707535977414689,-0.0233316483306879,-0.610928106986845,1.53517656113943,1.43949852785884,0.32820159963901,-1.40458141454532,1.44785177780202,-0.775717548616826,"Fail","N","0-35","30-40%","Lower Than A Level","East Midlands Region","M"
"2",-1.39323777044705,-0.659018728288539,-0.512243837198409,1.54927074119605,-0.215841620880777,0.279649745380678,-0.0155037182732257,-0.0930690249336129,0.51997328799825,-0.136807245796907,-1.72258755246506,1.30880673187752,-1.69400316216181,-0.0233316483306879,0.0287510992890973,0.584688027699137,1.59722641390875,-1.89339968786177,-1.37757467458838,-0.355337182077513,0.814676577286198,"Withdrawn","N","35-55","0-10%","A Level or Equivalent","North Western Region","M"
"3",-1.39313942044658,-0.659018728288539,-0.512243837198409,-0.226817810396015,-0.215841620880777,-0.206446172788272,0.139153211239466,-0.989790371238718,-0.0833806978382102,-1.22416818863632,1.95531328284722,-1.19392774231158,-0.971665217836067,-0.0233316483306879,-0.885076338247964,0.533457321748099,-0.532100047765048,-1.89339968786177,0.512897122397067,-0.355337182077513,-0.775717548616826,"Fail","N","0-35","20-30%","A Level or Equivalent","Wales","M"
"4",-1.38298127039752,-0.659018728288539,-0.512243837198409,-0.459840152201744,-0.215841620880777,0.472347615754559,1.376408647341,-0.989790371238718,-1.43187851648536,-0.680487717216613,0.116362865191082,-1.19392774231158,-1.45760165310975,-0.0233316483306879,-0.493436007874938,0.324380656920889,-0.532100047765048,-1.89339968786177,0.782964521966417,-0.355337182077513,0.814676577286198,"Withdrawn","Y","0-35","30-40%","A Level or Equivalent","North Western Region","F"
"5",-1.38293912039731,0.333241283289115,-0.512243837198409,-0.199880580735714,-0.215841620880777,-0.181091057524393,0.139153211239466,-0.0930690249336129,0.189570944065231,0.406873225622798,0.525018513559113,0.808259837039696,-0.489264702569573,-0.0233316483306879,-0.754529561456955,0.49358044792675,0.14387660673457,0.827532936639186,0.972011701664962,-0.355337182077513,0.814676577286198,"Distinction","N","0-35","0-10%","Lower Than A Level","North Western Region","M"
"6",-1.37957916323823,1.07743629197236,0.596059705612112,-0.47285959138909,1.92826224473967,1.48125030895676,1.06709478831562,1.20219514195154,0.0535091431830976,0.380983679364717,0.379070067713388,0.933396560749151,0.0506519141125589,-0.0233316483306879,1.57522830127489,0.460450418918609,-0.0755193249889906,0.142010253638945,-0.0137343067631653,-0.355337182077513,0.0194795143346859,"Pass","N","0-35","80-90%","A Level or Equivalent","East Anglian Region","F"
"7",-1.37675712036746,-0.659018728288539,-0.512243837198409,-1.0376356256389,-0.215841620880777,-0.428779022678155,-0.479474506811303,-0.989790371238718,-0.0162400408086098,1.08647381489743,-1.72258755246506,-1.19392774231158,0.186463387115953,-0.0233316483306879,0.0287510992890973,-0.273143080547362,0.0593795249221175,0.78239564063917,1.05303192153577,1.44785177780202,-0.775717548616826,"Fail","N","35-55","90-100%","A Level or Equivalent","Wales","M"
"8",-1.37381665606754,1.07743629197236,-0.512243837198409,1.74936748332948,-0.215841620880777,1.36745016906193,0.345362450589723,-0.0930690249336129,1.62152319585895,0.293606460743693,1.40362815755038,0.683123113330241,0.608650880927261,-0.0233316483306879,2.69408112543886,2.46784916317303,0.309115344501143,0.171631604138955,-1.35056793463145,-0.355337182077513,-0.775717548616826,"Fail","N","35-55","70-80%","Lower Than A Level","South West Region","M"
"9",-1.36892324175819,2.64851464363698,-0.512243837198409,1.67253485089777,0.348396238493024,4.12964427926321,0.345362450589723,0.859697405515561,0.0422171487040047,0.00502244239953746,0.116362865191082,0.307712942201876,0.436453736425928,-0.0233316483306879,0.942578536826159,0.244842293627535,0.984514241176402,-0.315004868361216,-1.41808478452379,-0.355337182077513,-0.775717548616826,"Pass","Y","0-35","50-60%","A Level or Equivalent","South East Region","M"
"10",-1.36006371314397,-0.659018728288539,-0.512243837198409,1.95877105067841,-0.215841620880777,0.268255436523788,-0.479474506811303,-0.989790371238718,-0.462195352236798,-1.22416818863632,-1.72258755246506,-1.19392774231158,-1.8910044197052,-0.0233316483306879,-0.885076338247964,-1.74180909863145,-2.89801833851371,-1.89339968786177,-2.45784427286578,-0.355337182077513,0.0194795143346859,"Fail","N","0-35","0-10%","No Formal quals","London Region","M"
"11",-1.35130855595883,0.971122719303322,2.81266679123315,0.949198495427105,-0.215841620880777,1.76919666685416,-0.479474506811303,0.368878335284169,-0.355700521034823,-0.053164096347722,0.116362865191082,0.448491756375013,-0.592587040441978,-0.0233316483306879,-0.783539956299402,0.0306360133769267,-0.209474826299321,0.590562132639103,1.10704540144964,-0.355337182077513,0.0194795143346859,"Distinction","Y","0-35","50-60%","Lower Than A Level","East Midlands Region","M"
"12",-1.35124834167282,0.333241283289115,-0.512243837198409,-0.252530620526302,-0.215841620880777,-0.896936495276476,-2.33535766096361,-0.989790371238718,-1.17032047324325,-0.136807245796907,-1.72258755246506,-1.19392774231158,1.17893184367922,-0.0233316483306879,-0.73277176532512,-0.408258636640471,1.83381824298361,0.146241875138946,-0.651768538245755,3.25104073768155,0.814676577286198,"Fail","N","35-55","40-50%","Lower Than A Level","Yorkshire Region","M"
"13",-1.34679850593705,1.04987351387298,1.70436324842263,0.0656550701052433,-0.215841620880777,0.612305626838197,-0.479474506811303,0.803652321371492,0.602204106134694,0.0444195780096612,0.361556254211901,0.393520981316931,-0.756467056985462,-0.0233316483306879,-0.689256173061451,-0.268778761737742,0.815574927977861,0.738668885139155,1.13405214140657,-0.355337182077513,0.0194795143346859,"Distinction","Y","35-55","40-50%","A Level or Equivalent","South Region","M"
"14",-1.33831230589606,-0.659018728288539,-0.512243837198409,2.19912992798327,-0.215841620880777,-0.00093511022024611,1.376408647341,1.7003736676766,-0.144762702023167,-0.680487717216613,0.116362865191082,-1.19392774231158,-1.8910044197052,-0.0233316483306879,1.19845021933654,0.00665254258861537,-0.532100047765048,-1.89339968786177,-1.69265330741929,-0.355337182077513,-0.775717548616826,"Withdrawn","N","35-55","80-90%","Lower Than A Level","South East Region","M"
"15",-1.33567291302617,0.680532287341295,0.596059705612112,-0.354470059269782,-0.215841620880777,-0.388131470412485,0.757780929290236,-0.0930690249336129,1.86178270846506,0.189401037054916,0.247716466452235,0.396044747173256,0.0109531758500284,-0.0233316483306879,1.37664656965626,0.661249019104504,-0.00634042759867844,0.814838072139181,0.634427452203275,-0.355337182077513,-0.775717548616826,"Distinction","N","0-35","0-10%","A Level or Equivalent","London Region","M"
"16",-1.33072530585942,-0.659018728288539,-0.512243837198409,-0.651793422271597,-0.215841620880777,-0.34703724174829,-2.33535766096361,-0.0930690249336129,-0.806455967213893,-1.22416818863632,0.116362865191082,-1.19392774231158,-1.8910044197052,-0.0233316483306879,0.0287510992890973,0.0891028410251648,-0.532100047765048,-1.89339968786177,-0.567372475880333,1.44785177780202,-0.775717548616826,"Withdrawn","N","0-35","20-30%","A Level or Equivalent","London Region","M"
"17",-1.32561311297758,-0.659018728288539,-0.512243837198409,-0.450980770506212,-0.215841620880777,0.00136566368354905,-0.479474506811303,0.803652321371492,-1.74069481083203,-1.22416818863632,-1.72258755246506,1.05853328445861,0.867013185902191,-0.0233316483306879,0.0287510992890973,-1.48928265469712,-0.532100047765048,0.32820159963901,-0.702406175665008,-0.355337182077513,0.0194795143346859,"Withdrawn","N","0-35","80-90%","Lower Than A Level","East Midlands Region","M"
"18",-1.32216082724662,-0.162888722499712,1.70436324842263,1.23559826576408,-0.215841620880777,0.582311074391828,-0.479474506811303,0.803652321371492,1.09892604584292,-0.421592254635801,1.49557567843319,0.975108801985636,0.0291344196417195,-0.0233316483306879,-0.369032608815271,1.38119191927061,-0.148437622238238,0.18432646863896,-1.13451401497597,-0.355337182077513,-0.775717548616826,"Pass","N","35-55","","Lower Than A Level","North Region","M"
"19",-1.31612735578891,-0.659018728288539,-0.512243837198409,0.265431933089215,-0.215841620880777,-0.240215596214943,0.448467070264851,-0.00339689030310231,0.176290637838241,-0.136807245796907,0.116362865191082,-1.19392774231158,0.170715637688504,-0.0233316483306879,-0.623982784665946,-0.884189278835263,0.195874810926848,0.823301315139184,0.4993937524186,-0.355337182077513,-0.775717548616826,"Pass","N","0-35","30-40%","A Level or Equivalent","West Midlands Region","M"
"20",-1.31423662720835,2.41698730760219,1.70436324842263,-0.253650834138868,-0.215841620880777,0.945077382623074,1.376408647341,0.624308052110471,-0.00556475047486401,0.989388016429626,0.332709973150628,0.510637359028019,-0.862845475574006,-0.0233316483306879,-0.352010333018012,0.568579898319295,0.0462355344179583,0.819069693639183,1.24207910123431,-0.355337182077513,-0.775717548616826,"Distinction","N","35-55","","Lower Than A Level","North Region","M"
"21",-1.30904816289758,-0.659018728288539,-0.512243837198409,0.116019658007816,-0.215841620880777,1.53302371963861,-0.0155037182732257,-0.989790371238718,2.61868018026283,0.527691108160511,0.116362865191082,1.05853328445861,0.0972490129085955,-0.0233316483306879,0.124943461135104,2.1215026974861,0.729723040634239,0.823301315139184,0.539903862354003,-0.355337182077513,-0.775717548616826,"Pass","N","35-55","50-60%","HE Qualification","Wales","M"
"22",-1.30843999860893,-0.659018728288539,-0.512243837198409,-1.56413602354478,-0.215841620880777,-0.748686628953674,-2.33535766096361,0.0124276040434583,-1.07551431650118,-0.227420657700192,-1.72258755246506,-1.19392774231158,1.11725802656541,-0.0233316483306879,0.0287510992890973,-0.616852702051679,-0.532100047765048,0.315506735139006,-0.212909013945561,-0.355337182077513,-0.775717548616826,"Pass","N","0-35","10-20","A Level or Equivalent","East Midlands Region","M"
"23",-1.30519846287899,-0.659018728288539,-0.512243837198409,2.62216155203982,-0.215841620880777,-0.578329326424841,1.376408647341,-0.989790371238718,0.0198220124947384,1.38549807417827,-1.72258755246506,1.30880673187752,-0.648267163472866,-0.0233316483306879,-0.163633624402916,0.625789191506229,0.113150395166405,0.133547010638942,0.823474631901819,-0.355337182077513,-0.775717548616826,"Pass","N","0-35","60-70%","A Level or Equivalent","West Midlands Region","M"
"24",-1.30353654858524,-0.659018728288539,-0.512243837198409,-0.541185384133444,-0.215841620880777,0.788690493562254,0.448467070264851,0.165983808443418,-0.907146036173982,-0.680487717216613,0.116362865191082,-1.19392774231158,2.91125811925094,-0.0233316483306879,-0.401285341904814,-0.020316684061275,-0.1681126184191,0.971408067639236,-0.314184288784067,-0.355337182077513,0.814676577286198,"Pass","N","0-35","90-100%","A Level or Equivalent","East Midlands Region","M"
"25",-1.29999795571101,-0.659018728288539,-0.512243837198409,-2.64810743099807,-0.215841620880777,-1.28706772244174,-2.33535766096361,-0.989790371238718,-2.6877314468285,-1.22416818863632,-1.72258755246506,-1.19392774231158,-1.8910044197052,-0.0233316483306879,-3.62655865085915,-4.81668991594951,-2.89801833851371,-1.89339968786177,-0.634889325772671,1.44785177780202,-0.775717548616826,"Fail","N","0-35","50-60%","Lower Than A Level","London Region","F"
"26",-1.295174791402,0.829371289077943,0.596059705612112,0.3930155160833,-0.215841620880777,1.48919945480442,-0.170160647785918,0.227188598746782,0.984179212256401,0.202993048840409,0.116362865191082,0.436425000874458,-0.483562445709673,-0.0233316483306879,-0.291088503848874,1.36766953379004,-0.0392004038590769,0.844459422639192,0.93150159172956,-0.355337182077513,0.0194795143346859,"Distinction","N","35-55","60-70%","A Level or Equivalent","North Region","F"
"27",-1.29389624139583,-0.659018728288539,-0.512243837198409,-0.575012114243656,-0.215841620880777,-0.651478931518329,-2.33535766096361,-0.989790371238718,-1.46009136312937,-1.22416818863632,0.116362865191082,-1.19392774231158,-1.8910044197052,-0.0233316483306879,0.21151658679651,-1.17238672505404,-2.89801833851371,-1.89339968786177,-1.78267577394241,-0.355337182077513,0.814676577286198,"Withdrawn","Y","0-35","50-60%","Lower Than A Level","South West Region","M"
"28",-1.28983579137622,2.12694207344872,6.69172919106997,0.760618465325394,-0.215841620880777,2.02525786225628,-0.0155037182732257,-0.0930690249336129,0.773620765017749,-0.162696792054989,0.851943032253538,0.614866718579629,0.0430771087553304,-0.0233316483306879,-0.493436007874938,0.0847566237432378,0.505583413089628,0.929091852639221,1.16105888136351,-0.355337182077513,-0.775717548616826,"Distinction","N","0-35","30-40%","Lower Than A Level","South East Region","M"
